Season,League,Team,Date,Player,#,Nation,Pos,Age,Min,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Dodi Lukebakio,20,be BEL,RM,21-173,77,1,0,0,3,4,0,1,1,1,0,0,0,6,0,0,
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Takashi Usami,33,jp JPN,RM,26-314,13,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Adam Bodzek,13,de GER,DM,33-190,77,0,0,0,2,4,0,0,0,1,0,0,0,7,1,0,100.0
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Marcel Sobottka,31,de GER,DM,24-325,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Niko Gießelmann,23,de GER,LB,27-171,90,0,0,0,0,0,0,4,0,2,0,0,0,5,3,2,60.0
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Marcin Kamiński,35,pl POL,CB,27-060,90,0,0,0,1,0,0,0,1,1,0,0,0,10,1,2,33.3
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Kaan Ayhan,5,tr TUR,CB,24-126,90,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,100.0
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Matthias Zimmermann,25,de GER,RB,26-273,90,0,0,0,1,1,0,2,7,3,0,0,0,9,0,1,0.0
2018-2019,Bundesliga,Düsseldorf,2019-03-16,Michael Rensing,1,de GER,GK,34-306,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
2018-2019,Bundesliga,Stuttgart,2019-03-16,Mario Gómez,27,de GER,FW,33-249,53,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Nicolás González,22,ar ARG,FW,20-344,37,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,100.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Steven Zuber,9,ch SUI,LW,27-211,85,1,0,0,5,1,0,0,0,0,0,0,0,8,3,1,75.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Christian Gentner,20,de GER,LW,33-214,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Alexander Esswein,14,de GER,RW,28-356,76,0,0,0,2,3,1,2,1,0,0,0,0,3,0,3,0.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Daniel Didavi,10,de GER,RW,29-023,14,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Stuttgart,2019-03-16,Gonzalo Castro,8,de GER,DM,31-278,90,1,0,0,1,1,0,4,0,0,0,0,0,18,1,0,100.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Santiago Ascacíbar,6,ar ARG,DM,22-019,90,1,0,0,1,2,0,0,0,0,0,0,0,12,1,0,100.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Emiliano Insúa,2,ar ARG,WB,30-068,90,0,0,0,1,1,0,5,0,1,0,0,0,12,1,1,50.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Andreas Beck,32,de GER,WB,32-003,90,0,0,0,0,0,0,1,0,2,0,0,0,11,1,0,100.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Marc-Oliver Kempf,4,de GER,CB,24-047,90,0,0,0,1,3,0,0,0,1,0,0,0,11,6,2,75.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Benjamin Pavard,21,fr FRA,CB,22-353,90,0,0,0,0,0,0,0,2,1,0,0,0,9,3,2,60.0
2018-2019,Bundesliga,Stuttgart,2019-03-16,Ozan Kabak,18,tr TUR,CB,18-356,90,1,0,0,1,2,0,1,2,4,0,0,0,10,5,1,83.3
2018-2019,Bundesliga,Stuttgart,2019-03-16,Ron-Robert Zieler,1,de GER,GK,30-032,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Andrej Kramarić,27,hr CRO,FW,27-270,90,0,0,0,0,1,0,1,2,0,0,0,0,10,0,1,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Ishak Belfodil,19,dz ALG,LW,27-063,90,0,0,0,1,2,1,0,0,2,0,0,0,1,2,9,18.2
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Joelinton,34,br BRA,RW,22-214,62,1,0,0,5,0,0,0,0,0,0,0,0,6,0,2,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Ádám Szalai,28,hu HUN,RW,31-097,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Florian Grillitsch,11,at AUT,DM,23-221,90,0,0,0,1,2,0,0,3,0,0,0,0,13,0,4,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Kerem Demirbay,10,de GER,DM,25-256,84,0,0,0,0,1,0,2,4,0,0,0,0,6,1,2,33.3
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Leonardo Bittencourt,13,de GER,DM,25-087,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Nico Schulz,16,de GER,WB,25-349,84,1,0,0,2,0,0,3,1,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Reiss Nelson,9,eng ENG,WB,19-096,6,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Pavel Kadeřábek,3,cz CZE,WB,26-325,90,0,0,0,2,1,0,0,0,2,0,0,0,5,2,2,50.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Ermin Bičakčić,4,ba BIH,CB,29-051,90,0,0,0,1,3,0,0,2,1,0,0,0,6,3,2,60.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Kevin Vogt,22,de GER,CB,27-174,90,0,0,0,1,0,0,0,0,1,0,0,0,20,2,1,66.7
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Stefan Posch,38,at AUT,CB,21-306,90,0,0,0,2,1,0,1,0,1,0,0,0,12,0,3,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-16,Oliver Baumann,1,de GER,GK,28-287,90,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Davie Selke,27,de GER,FW,24-055,76,0,0,0,0,0,1,1,0,0,0,0,0,3,5,3,62.5
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Mathew Leckie,11,au AUS,FW,28-040,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Salomon Kalou,8,ci CIV,FW,33-223,76,0,0,0,0,2,2,1,1,0,0,0,0,5,3,4,42.9
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Vedad Ibišević,19,ba BIH,FW,34-222,13,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,66.7
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Ondrej Duda,10,sk SVK,AM,24-101,88,0,0,0,2,4,1,1,1,1,0,0,0,6,0,1,0.0
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Fabian Lustenberger,28,ch SUI,AM,30-318,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Marko Grujić,15,rs SRB,DM,22-337,90,0,0,0,1,0,0,0,2,5,0,0,0,5,0,1,0.0
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Arne Maier,23,de GER,DM,20-067,90,0,0,0,0,0,0,1,2,0,0,0,0,9,1,1,50.0
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Maximilian Mittelstädt,17,de GER,WB,21-363,90,0,0,0,1,0,0,4,2,2,0,0,0,12,1,1,50.0
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Valentino Lazaro,20,at AUT,WB,22-357,90,0,0,0,0,0,1,2,2,0,0,0,0,8,0,0,
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Jordan Torunarigha,25,de GER,CB,21-221,84,1,1,1,3,0,0,0,6,3,0,0,0,7,2,1,66.7
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Karim Rekik,4,nl NED,CB,24-104,90,0,0,0,1,0,0,0,2,1,0,0,0,13,3,0,100.0
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Niklas Stark,5,de GER,CB,23-336,90,1,0,0,2,0,0,0,2,0,0,0,0,4,0,1,0.0
2018-2019,Bundesliga,Hertha BSC,2019-03-16,Rune Jarstein,22,no NOR,GK,34-168,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Dortmund,2019-03-16,Jacob Bruun Larsen,34,dk DEN,FW,20-178,74,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,0.0
2018-2019,Bundesliga,Dortmund,2019-03-16,Raphaël Guerreiro,13,pt POR,FW,25-084,16,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Dortmund,2019-03-16,Jadon Sancho,7,eng ENG,"LW,RW",18-356,89,1,0,0,0,2,1,2,0,0,0,0,0,4,0,2,0.0
2018-2019,Bundesliga,Dortmund,2019-03-16,Ömer Toprak,36,tr TUR,CB,29-238,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Dortmund,2019-03-16,Christian Pulisic,22,us USA,"RW,LW",20-179,90,0,0,0,0,3,1,2,0,1,0,0,0,13,2,2,50.0
2018-2019,Bundesliga,Dortmund,2019-03-16,Marco Reus,11,de GER,AM,29-289,90,0,0,0,0,1,1,3,0,0,0,0,0,6,2,0,100.0
2018-2019,Bundesliga,Dortmund,2019-03-16,Thomas Delaney,6,dk DEN,DM,27-194,90,0,0,0,3,1,1,0,0,1,0,0,0,16,1,1,50.0
2018-2019,Bundesliga,Dortmund,2019-03-16,Julian Weigl,33,de GER,DM,23-189,90,0,0,0,1,1,0,0,0,2,0,1,0,13,0,0,
2018-2019,Bundesliga,Dortmund,2019-03-16,Abdou Diallo,4,sn SEN,LB,22-316,90,0,0,0,0,0,0,1,2,2,0,0,0,6,1,3,25.0
2018-2019,Bundesliga,Dortmund,2019-03-16,Dan-Axel Zagadou,2,fr FRA,CB,19-286,90,1,0,0,2,0,0,0,2,0,0,0,0,15,3,0,100.0
2018-2019,Bundesliga,Dortmund,2019-03-16,Manuel Akanji,16,ch SUI,CB,23-240,90,0,0,0,0,1,0,0,0,0,0,0,0,17,3,5,37.5
2018-2019,Bundesliga,Dortmund,2019-03-16,Marius Wolf,27,de GER,RB,23-293,77,0,0,0,1,2,0,1,0,1,0,0,0,5,2,1,66.7
2018-2019,Bundesliga,Dortmund,2019-03-16,Achraf Hakimi,5,ma MAR,RB,20-132,13,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Dortmund,2019-03-16,Roman Bürki,1,ch SUI,GK,28-122,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Dortmund,2019-03-16,Marcel Schmelzer,29,de GER,DF,31-053,,1,0,0,0,0,0,0,0,0,0,0,0,,,,
2018-2019,Bundesliga,Leverkusen,2019-03-17,Kevin Volland,31,de GER,FW,26-230,90,0,0,0,1,2,0,2,0,0,0,0,0,2,1,3,25.0
2018-2019,Bundesliga,Leverkusen,2019-03-17,Leon Bailey,9,jm JAM,"LW,RW",21-220,90,0,0,0,0,2,1,6,0,1,0,0,0,8,0,0,
2018-2019,Bundesliga,Leverkusen,2019-03-17,Karim Bellarabi,38,de GER,RW,28-343,45,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,100.0
2018-2019,Bundesliga,Leverkusen,2019-03-17,Paulinho,7,br BRA,"LW,RW",18-245,45,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Leverkusen,2019-03-17,Julian Brandt,10,de GER,CM,22-319,90,0,0,0,0,1,0,6,0,1,0,0,0,10,0,0,
2018-2019,Bundesliga,Leverkusen,2019-03-17,Charles Aránguiz,20,cl CHI,CM,29-334,45,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Leverkusen,2019-03-17,Kai Havertz,29,de GER,CM,19-279,45,0,0,0,1,1,0,0,1,0,0,0,0,4,0,2,0.0
2018-2019,Bundesliga,Leverkusen,2019-03-17,Julian Baumgartlinger,15,at AUT,DM,31-074,90,0,0,0,1,0,0,0,1,2,0,0,0,11,0,1,0.0
2018-2019,Bundesliga,Leverkusen,2019-03-17,Wendell,18,br BRA,LB,25-240,90,1,0,0,2,0,0,0,3,0,0,0,0,23,3,6,33.3
2018-2019,Bundesliga,Leverkusen,2019-03-17,Aleksandar Dragović,6,at AUT,CB,28-011,90,1,0,0,3,2,0,0,2,1,0,0,0,14,3,2,60.0
2018-2019,Bundesliga,Leverkusen,2019-03-17,Jonathan Tah,4,de GER,CB,23-034,90,0,0,0,0,0,0,0,1,2,0,0,0,13,1,0,100.0
2018-2019,Bundesliga,Leverkusen,2019-03-17,Lars Bender,8,de GER,RB,29-324,83,1,0,0,4,1,0,3,0,0,0,0,0,6,0,1,0.0
2018-2019,Bundesliga,Leverkusen,2019-03-17,Mitchell Weiser,23,de GER,RB,24-330,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Leverkusen,2019-03-17,Lukáš Hrádecký,1,fi FIN,GK,29-113,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Milot Rashica,11,xk KVX,FW,22-262,64,0,0,0,1,4,1,0,0,0,0,0,0,5,2,1,66.7
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Martin Harnik,9,at AUT,FW,31-280,26,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,50.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Johannes Eggestein,24,de GER,FW,20-313,74,0,0,0,0,1,0,1,0,1,0,0,0,10,0,2,0.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Fin Bartels,22,de GER,FW,32-038,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Max Kruse,10,de GER,AM,30-363,90,0,0,0,0,0,0,2,0,0,0,0,0,8,0,1,0.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Davy Klaassen,30,nl NED,CM,26-024,83,0,0,0,2,0,0,0,1,2,0,0,0,6,0,0,
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Sebastian Langkamp,15,de GER,CM,31-061,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Maximilian Eggestein,35,de GER,CM,22-099,90,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,100.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Nuri Şahin,17,tr TUR,DM,30-193,90,1,0,0,3,2,0,0,1,1,0,0,0,17,2,0,100.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Ludwig Augustinsson,5,se SWE,LB,24-330,90,0,0,0,3,2,0,1,1,0,0,0,0,4,0,0,
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Niklas Moisander,18,fi FIN,CB,33-169,90,0,0,0,2,1,0,0,2,1,0,0,0,9,0,0,
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Marco Friedl,32,at AUT,CB,21-001,90,0,0,0,1,0,0,0,2,2,0,0,0,6,1,1,50.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Theodor Gebre Selassie,23,cz CZE,RB,32-083,90,0,0,0,0,0,0,1,0,0,0,0,0,7,7,3,70.0
2018-2019,Bundesliga,Werder Bremen,2019-03-17,Jiří Pavlenka,1,cz CZE,GK,26-337,90,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Gonçalo Paciência,39,pt POR,FW,24-228,62,0,0,0,0,3,1,2,0,0,0,0,0,5,3,1,75.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Sébastien Haller,9,ci CIV,FW,24-268,28,0,0,0,1,1,0,0,0,0,0,0,0,6,4,1,80.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Luka Jović,8,rs SRB,FW,21-084,75,0,0,0,1,2,0,3,0,0,0,0,0,8,0,2,0.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Ante Rebić,4,hr CRO,FW,25-177,15,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Mijat Gaćinović,11,rs SRB,CM,24-037,90,0,0,0,0,0,0,2,2,1,0,0,0,6,0,0,
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Sebastian Rode,17,de GER,CM,28-157,90,0,0,0,0,1,0,2,1,0,0,0,0,10,0,2,0.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Gelson Fernandes,5,ch SUI,DM,32-196,90,0,0,0,2,2,0,1,0,1,0,0,0,22,7,8,46.7
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Filip Kostić,10,rs SRB,WB,26-136,85,0,0,0,0,0,0,17,1,0,0,0,0,7,1,0,100.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Jetro Willems,15,nl NED,WB,24-352,5,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,100.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Danny da Costa,24,de GER,WB,25-247,90,0,0,0,1,1,0,6,0,1,0,0,0,6,2,3,40.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Martin Hinteregger,13,at AUT,CB,26-191,90,0,0,0,0,0,0,0,3,2,0,0,0,18,2,0,100.0
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Makoto Hasebe,20,jp JPN,CB,35-058,90,0,0,0,0,1,0,0,1,0,0,0,0,24,1,2,33.3
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Almamy Touré,18,ml MLI,CB,22-323,90,0,0,0,1,1,0,1,4,3,0,0,0,16,5,3,62.5
2018-2019,Bundesliga,Eint Frankfurt,2019-03-17,Kevin Trapp,31,de GER,GK,28-252,90,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Nürnberg,2019-03-17,Mikael Ishak,9,se SWE,FW,25-351,67,0,0,0,0,1,1,0,1,0,0,0,0,3,2,3,40.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Törles Knöll,19,de GER,FW,21-185,23,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2,50.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Timothy Tillman,37,de GER,LW,20-072,58,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,
2018-2019,Bundesliga,Nürnberg,2019-03-17,Edgar Salli,7,cm CMR,LW,26-212,32,1,0,0,1,0,1,0,1,1,0,0,0,1,0,3,0.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Yuya Kubo,14,jp JPN,RW,25-083,82,0,0,0,1,2,0,2,1,1,0,0,0,7,1,1,50.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Georg Margreitter,33,at AUT,RW,30-130,8,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,75.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Hanno Behrens,18,de GER,AM,28-356,90,0,0,0,2,0,0,0,1,2,0,0,0,6,5,7,41.7
2018-2019,Bundesliga,Nürnberg,2019-03-17,Eduard Löwen,17,de GER,DM,22-048,90,0,0,0,1,0,0,0,0,0,0,0,0,12,3,0,100.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Patrick Erras,29,de GER,DM,24-055,90,0,0,0,0,0,0,0,0,1,0,0,0,14,1,1,50.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Sebastian Kerk,10,de GER,LB,24-334,90,0,0,0,1,0,0,2,1,0,0,0,0,18,1,0,100.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Ewerton,4,br BRA,CB,29-359,90,0,0,0,2,0,0,0,3,2,0,0,0,5,2,3,40.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Lukas Mühl,28,de GER,CB,22-049,90,1,0,0,2,1,0,0,3,2,0,0,0,12,2,1,66.7
2018-2019,Bundesliga,Nürnberg,2019-03-17,Robert Bauer,8,de GER,RB,23-342,90,0,0,0,2,0,0,3,1,1,0,0,0,13,0,4,0.0
2018-2019,Bundesliga,Nürnberg,2019-03-17,Christian Mathenia,26,de GER,GK,26-351,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Robert Lewandowski,9,pl POL,FW,30-208,90,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0.0
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Kingsley Coman,29,fr FRA,LW,22-277,65,0,0,0,1,2,0,1,0,0,0,0,0,6,0,3,0.0
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Franck Ribéry,7,fr FRA,"LM,LW",35-344,25,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Thomas Müller,25,de GER,"RW,FW",29-185,90,0,0,0,0,2,1,5,0,1,0,0,0,4,1,2,33.3
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Leon Goretzka,18,de GER,"CM,DM",24-039,90,0,0,0,2,1,0,1,0,2,0,0,0,11,1,1,50.0
2018-2019,Bundesliga,Bayern Munich,2019-03-17,James Rodríguez,11,co COL,CM,27-248,72,0,0,0,0,1,0,4,0,0,0,0,0,12,0,0,
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Rafinha,13,br BRA,"LB,CM",33-191,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Thiago Alcántara,6,es ESP,DM,27-340,90,0,0,0,2,0,0,0,0,4,0,0,0,18,0,2,0.0
2018-2019,Bundesliga,Bayern Munich,2019-03-17,David Alaba,27,at AUT,LB,26-266,58,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Alphonso Davies,19,ca CAN,"RM,LB",18-135,32,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Jérôme Boateng,17,de GER,CB,30-195,90,0,0,0,1,1,0,0,0,0,0,0,0,16,1,0,100.0
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Niklas Süle,4,de GER,CB,23-195,90,1,0,0,1,0,0,1,3,2,0,0,0,16,2,1,66.7
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Joshua Kimmich,32,de GER,RB,24-037,90,0,0,0,0,1,0,3,0,0,0,0,0,9,0,1,0.0
2018-2019,Bundesliga,Bayern Munich,2019-03-17,Manuel Neuer,1,de GER,GK,32-355,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2018-2019,Bundesliga,Mainz 05,2019-03-17,Jean-Philippe Mateta,9,fr FRA,FW,21-262,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Aarón Martín,3,es ESP,LM,21-329,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Mainz 05,2019-03-17,Jean-Paul Boëtius,5,nl NED,LM,24-360,45,0,0,0,2,1,0,0,0,2,0,0,0,9,1,0,100.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Pierre Kunde,14,cm CMR,"DM,CM",23-234,45,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,
2018-2019,Bundesliga,Mainz 05,2019-03-17,Danny Latza,6,de GER,"CM,RM",29-100,90,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Levin Öztunalı,8,de GER,"CM,RM",23-002,74,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,
2018-2019,Bundesliga,Mainz 05,2019-03-17,Giulio Donati,2,it ITA,RB,29-040,16,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
2018-2019,Bundesliga,Mainz 05,2019-03-17,Karim Onisiwo,21,at AUT,"RM,FW,LM",27-000,90,0,0,0,0,2,1,1,0,2,0,0,0,3,3,1,75.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Jean-Philippe Gbamin,25,ci CIV,"DM,CM",23-173,90,0,0,0,1,1,0,0,0,2,0,0,0,11,1,1,50.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Moussa Niakhate,19,fr FRA,"LB,CB",23-009,90,0,0,0,1,0,0,4,0,1,0,0,0,6,0,0,
2018-2019,Bundesliga,Mainz 05,2019-03-17,Alexander Hack,42,de GER,"CB,DM",25-190,90,0,0,0,1,1,0,0,0,1,0,0,0,19,2,0,100.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Stefan Bell,16,de GER,CB,27-205,90,0,0,0,0,0,0,1,0,2,0,0,0,3,3,0,100.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Daniel Brosinski,18,de GER,"RB,LB",30-243,90,0,0,0,1,0,0,3,0,1,0,0,0,5,4,0,100.0
2018-2019,Bundesliga,Mainz 05,2019-03-17,Florian Müller,22,de GER,GK,21-124,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Andrej Kramarić,27,hr CRO,FW,27-283,90,0,0,0,0,0,1,2,0,0,0,0,0,11,0,1,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Ishak Belfodil,19,dz ALG,LW,27-076,86,0,0,0,0,2,1,0,0,2,0,0,0,4,2,2,50.0
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Ermin Bičakčić,4,ba BIH,"CB,LW",29-064,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Joelinton,34,br BRA,RW,22-227,50,0,0,0,0,0,0,0,1,1,0,0,0,4,1,2,33.3
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Nadiem Amiri,18,de GER,"RW,CM,LW",22-153,40,0,0,0,1,0,0,1,0,1,0,0,0,3,1,1,50.0
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Leonardo Bittencourt,13,de GER,CM,25-100,73,0,0,0,1,2,0,1,0,4,0,0,0,5,1,0,100.0
2018-2019,Bundesliga,Hoffenheim,2019-03-29,David Otto,26,de GER,RW,20-026,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Kerem Demirbay,10,de GER,CM,25-269,90,0,0,0,2,0,0,0,1,1,0,0,0,10,0,1,0.0
2018-2019,Bundesliga,Hoffenheim,2019-03-29,Florian Grillitsch,11,at AUT,"DM,CM",23-234,90,1,0,0,2,0,0,0,1,3,0,0,0,13,1,2,33.3
