Team_Home,Team_Away,USxg_Home,USxg_Away,Date,USProb_Home,USProb_Away,Season,League
M'Gladbach,RB Leipzig,2.19831,2.13066,2019-04-20,0.3948,0.36,2018-2019,Bundesliga
Rayo Vallecano,Huesca,1.31996,1.04463,2019-04-20,0.4133,0.2623,2018-2019,LaLiga
Newcastle Utd,Southampton,1.23033,1.27102,2019-04-20,0.3524,0.3619,2018-2019,EPL
Nîmes,Bordeaux,1.2151,1.21334,2019-04-20,0.3198,0.3244,2018-2019,Ligue1
Strasbourg,Montpellier,0.296585,2.32593,2019-04-20,0.0208,0.8852,2018-2019,Ligue1
Nice,Caen,2.43168,0.336975,2019-04-20,0.9014,0.0166,2018-2019,Ligue1
Inter,Roma,1.60416,0.528078,2019-04-20,0.6605,0.1055,2018-2019,SerieA
Schalke 04,Hoffenheim,2.02105,1.87167,2019-04-20,0.4095,0.3373,2018-2019,Bundesliga
Barcelona,Real Sociedad,1.2673,0.883156,2019-04-20,0.4557,0.232,2018-2019,LaLiga
Levante,Espanyol,2.0614,2.21288,2019-04-21,0.3349,0.4082,2018-2019,LaLiga
Getafe,Sevilla,2.72704,0.625236,2019-04-21,0.9075,0.0192,2018-2019,LaLiga
Everton,Manchester Utd,1.5204,0.305982,2019-04-21,0.7363,0.0512,2018-2019,EPL
Nantes,Amiens,1.31106,0.49349,2019-04-21,0.6018,0.1169,2018-2019,Ligue1
Toulouse,Lille,0.509305,1.07885,2019-04-21,0.1617,0.5089,2018-2019,Ligue1
Freiburg,Dortmund,0.536271,2.91662,2019-04-21,0.0116,0.937,2018-2019,Bundesliga
Real Madrid,Athletic Club,1.94223,0.536637,2019-04-21,0.7429,0.0756,2018-2019,LaLiga
Reims,Saint-Étienne,0.598019,1.74243,2019-04-21,0.0809,0.7124,2018-2019,Ligue1
Cardiff City,Liverpool,1.1187,2.42404,2019-04-21,0.0928,0.7114,2018-2019,EPL
Arsenal,Crystal Palace,1.54245,2.56216,2019-04-21,0.1677,0.6291,2018-2019,EPL
Hertha BSC,Hannover 96,1.07608,0.527392,2019-04-21,0.4958,0.1685,2018-2019,Bundesliga
Villarreal,Leganés,0.928267,1.0992,2019-04-21,0.2596,0.3939,2018-2019,LaLiga
Betis,Valencia,2.02559,0.268434,2019-04-21,0.8581,0.0195,2018-2019,LaLiga
Paris S-G,Monaco,2.54628,0.927023,2019-04-21,0.7835,0.0734,2018-2019,Ligue1
Napoli,Atalanta,1.59211,1.33983,2019-04-22,0.4205,0.2996,2018-2019,SerieA
Wolfsburg,Eint Frankfurt,2.01024,1.62116,2019-04-22,0.4665,0.2778,2018-2019,Bundesliga
Chelsea,Burnley,1.28197,0.788788,2019-04-22,0.4701,0.2069,2018-2019,EPL
Huesca,Eibar,1.19385,0.651098,2019-04-23,0.5082,0.1706,2018-2019,LaLiga
Valladolid,Girona,0.939017,0.313348,2019-04-23,0.526,0.1114,2018-2019,LaLiga
Tottenham,Brighton,1.0032,0.143138,2019-04-23,0.605,0.0484,2018-2019,EPL
Watford,Southampton,1.27253,2.11999,2019-04-23,0.1779,0.6004,2018-2019,EPL
Alavés,Barcelona,0.220726,2.51344,2019-04-23,0.0084,0.9271,2018-2019,LaLiga
Atlético Madrid,Valencia,1.7288,2.05808,2019-04-24,0.2842,0.4594,2018-2019,LaLiga
Leganés,Athletic Club,0.517853,0.160435,2019-04-24,0.3643,0.0966,2018-2019,LaLiga
Espanyol,Celta Vigo,1.88188,2.80839,2019-04-24,0.1866,0.6036,2018-2019,LaLiga
Wolves,Arsenal,0.982018,0.939754,2019-04-24,0.3351,0.3302,2018-2019,EPL
Manchester Utd,Manchester City,0.514509,0.530481,2019-04-24,0.2632,0.2817,2018-2019,EPL
Levante,Betis,1.56717,0.298749,2019-04-24,0.7954,0.035,2018-2019,LaLiga
Sevilla,Rayo Vallecano,3.63403,0.75592,2019-04-25,0.9432,0.0131,2018-2019,LaLiga
Real Sociedad,Villarreal,0.843995,1.06313,2019-04-25,0.2565,0.4023,2018-2019,LaLiga
Getafe,Real Madrid,0.56694,1.53593,2019-04-25,0.1107,0.6472,2018-2019,LaLiga
Augsburg,Leverkusen,0.278207,2.9293,2019-04-26,0.0072,0.948,2018-2019,Bundesliga
Bordeaux,Lyon,0.919754,2.44073,2019-04-26,0.0838,0.7541,2018-2019,Ligue1
Liverpool,Huddersfield,3.58922,0.1624,2019-04-26,0.9787,0.0025,2018-2019,EPL
Athletic Club,Alavés,1.35453,1.22488,2019-04-27,0.3949,0.3173,2018-2019,LaLiga
Tottenham,West Ham,1.35378,0.991558,2019-04-27,0.454,0.2628,2018-2019,EPL
Bologna,Empoli,1.55302,0.353443,2019-04-27,0.7032,0.0746,2018-2019,SerieA
Hannover 96,Mainz 05,0.877396,2.93831,2019-04-27,0.0314,0.8657,2018-2019,Bundesliga
Eint Frankfurt,Hertha BSC,2.16123,1.17855,2019-04-27,0.6336,0.1504,2018-2019,Bundesliga
RB Leipzig,Freiburg,2.04886,0.874413,2019-04-27,0.6874,0.1075,2018-2019,Bundesliga
Dortmund,Schalke 04,1.10244,1.12367,2019-04-27,0.2998,0.3246,2018-2019,Bundesliga
Düsseldorf,Werder Bremen,2.06935,2.73602,2019-04-27,0.2316,0.5537,2018-2019,Bundesliga
Crystal Palace,Everton,0.261344,1.15217,2019-04-27,0.0838,0.6071,2018-2019,EPL
Watford,Wolves,0.896093,2.44357,2019-04-27,0.0542,0.7957,2018-2019,EPL
Southampton,Bournemouth,2.73537,2.62214,2019-04-27,0.3977,0.3564,2018-2019,EPL
Fulham,Cardiff City,0.519072,1.11322,2019-04-27,0.1533,0.5235,2018-2019,EPL
Atlético Madrid,Valladolid,0.510006,0.584597,2019-04-27,0.2531,0.295,2018-2019,LaLiga
Roma,Cagliari,2.89766,0.504583,2019-04-27,0.9049,0.0219,2018-2019,SerieA
Stuttgart,M'Gladbach,1.59767,1.30221,2019-04-27,0.4488,0.2852,2018-2019,Bundesliga
Brighton,Newcastle Utd,1.20482,0.43797,2019-04-27,0.6085,0.111,2018-2019,EPL
Leganés,Celta Vigo,0.387737,0.284391,2019-04-27,0.2616,0.1745,2018-2019,LaLiga
Inter,Juventus,1.35633,0.581189,2019-04-27,0.5824,0.1315,2018-2019,SerieA
Barcelona,Levante,2.39304,0.835832,2019-04-27,0.7478,0.0868,2018-2019,LaLiga
Valencia,Eibar,0.494989,1.48526,2019-04-28,0.0965,0.6489,2018-2019,LaLiga
Frosinone,Napoli,1.34557,2.27846,2019-04-28,0.1889,0.6006,2018-2019,SerieA
Leicester City,Arsenal,3.6797,0.600697,2019-04-28,0.9466,0.0114,2018-2019,EPL
Girona,Sevilla,1.02214,1.06533,2019-04-28,0.3086,0.3621,2018-2019,LaLiga
Nice,Guingamp,2.47263,0.553315,2019-04-28,0.8587,0.0343,2018-2019,Ligue1
Chievo,Parma,0.897173,0.459969,2019-04-28,0.4625,0.1627,2018-2019,SerieA
SPAL,Genoa,1.16682,1.05383,2019-04-28,0.3903,0.3032,2018-2019,SerieA
Caen,Dijon,1.3218,0.563943,2019-04-28,0.622,0.1111,2018-2019,Ligue1
Lille,Nîmes,2.44144,0.915687,2019-04-28,0.771,0.0555,2018-2019,Ligue1
Amiens,Strasbourg,0.495867,0.329978,2019-04-28,0.3254,0.1755,2018-2019,Ligue1
Angers,Reims,0.69153,0.284685,2019-04-28,0.4293,0.1323,2018-2019,Ligue1
Burnley,Manchester City,0.0899809,2.34878,2019-04-28,0.0065,0.9201,2018-2019,EPL
Hoffenheim,Wolfsburg,3.38957,2.05348,2019-04-28,0.69,0.139,2018-2019,Bundesliga
Real Sociedad,Getafe,2.18907,0.470273,2019-04-28,0.8286,0.0409,2018-2019,LaLiga
Saint-Étienne,Toulouse,1.98087,1.55702,2019-04-28,0.4712,0.2343,2018-2019,Ligue1
Manchester Utd,Chelsea,1.12483,1.6298,2019-04-28,0.2291,0.5008,2018-2019,EPL
Nürnberg,Bayern Munich,1.90716,1.68788,2019-04-28,0.4288,0.3044,2018-2019,Bundesliga
Sampdoria,Lazio,1.19443,1.2474,2019-04-28,0.3471,0.3557,2018-2019,SerieA
Villarreal,Huesca,1.15808,1.33098,2019-04-28,0.3009,0.4133,2018-2019,LaLiga
Torino,Milan,1.24216,0.604324,2019-04-28,0.5664,0.123,2018-2019,SerieA
Rayo Vallecano,Real Madrid,1.54574,0.460117,2019-04-28,0.7175,0.0721,2018-2019,LaLiga
Marseille,Nantes,1.4298,1.41006,2019-04-28,0.3551,0.3568,2018-2019,Ligue1
Atalanta,Udinese,2.01335,0.120965,2019-04-29,0.9259,0.0061,2018-2019,SerieA
Betis,Espanyol,2.16463,2.04379,2019-04-29,0.4003,0.347,2018-2019,LaLiga
Fiorentina,Sassuolo,1.14177,1.77025,2019-04-29,0.1816,0.5429,2018-2019,SerieA
Montpellier,Paris S-G,2.01173,1.61712,2019-04-30,0.4491,0.2638,2018-2019,Ligue1
Rennes,Monaco,1.79066,0.969653,2019-05-01,0.6123,0.1584,2018-2019,Ligue1
Everton,Burnley,1.76461,0.473292,2019-05-03,0.7564,0.0557,2018-2019,EPL
Juventus,Torino,1.3225,0.648738,2019-05-03,0.5447,0.1713,2018-2019,SerieA
Mainz 05,RB Leipzig,1.72126,2.74717,2019-05-03,0.1682,0.6381,2018-2019,Bundesliga
Strasbourg,Marseille,1.29178,1.79589,2019-05-03,0.2071,0.4843,2018-2019,Ligue1
Sevilla,Leganés,0.298434,1.28827,2019-05-03,0.0652,0.6801,2018-2019,LaLiga
Bournemouth,Tottenham,2.22622,0.713362,2019-05-04,0.7519,0.0801,2018-2019,EPL
Levante,Rayo Vallecano,3.23086,1.81692,2019-05-04,0.7117,0.1305,2018-2019,LaLiga
West Ham,Southampton,1.99866,0.443686,2019-05-04,0.8315,0.0369,2018-2019,EPL
Wolves,Fulham,2.09397,0.512477,2019-05-04,0.7987,0.047,2018-2019,EPL
Hertha BSC,Stuttgart,2.28859,1.39423,2019-05-04,0.6184,0.1595,2018-2019,Bundesliga
Bayern Munich,Hannover 96,5.36034,0.871424,2019-05-04,0.9883,0.0014,2018-2019,Bundesliga
M'Gladbach,Hoffenheim,1.23948,3.2364,2019-05-04,0.0772,0.7972,2018-2019,Bundesliga
Wolfsburg,Nürnberg,1.18184,0.566199,2019-05-04,0.5474,0.1498,2018-2019,Bundesliga
Espanyol,Atlético Madrid,1.72125,0.853337,2019-05-04,0.6274,0.1332,2018-2019,LaLiga
Paris S-G,Nice,2.56298,1.07144,2019-05-04,0.7836,0.059,2018-2019,Ligue1
Cardiff City,Crystal Palace,1.4996,1.80991,2019-05-04,0.3133,0.4433,2018-2019,EPL
Chievo,SPAL,0.575305,2.14921,2019-05-04,0.0637,0.7737,2018-2019,SerieA
Werder Bremen,Dortmund,0.642264,2.6708,2019-05-04,0.0485,0.8373,2018-2019,Bundesliga
Alavés,Real Sociedad,0.684194,0.746692,2019-05-04,0.2773,0.3403,2018-2019,LaLiga
Newcastle Utd,Liverpool,1.29707,1.48081,2019-05-04,0.3094,0.3962,2018-2019,EPL
Reims,Nîmes,0.371217,1.83967,2019-05-04,0.0304,0.8323,2018-2019,Ligue1
Guingamp,Caen,0.380624,0.0263437,2019-05-04,0.3134,0.0173,2018-2019,Ligue1
Bordeaux,Angers,0.441838,0.736511,2019-05-04,0.1745,0.4197,2018-2019,Ligue1
Udinese,Inter,0.362542,2.27962,2019-05-04,0.0181,0.8948,2018-2019,SerieA
Celta Vigo,Barcelona,1.96282,0.338957,2019-05-04,0.8407,0.0325,2018-2019,LaLiga
Getafe,Girona,2.462,0.600426,2019-05-05,0.8518,0.0298,2018-2019,LaLiga
Empoli,Fiorentina,0.947998,2.43324,2019-05-05,0.0879,0.7447,2018-2019,SerieA
Schalke 04,Augsburg,1.82173,0.589384,2019-05-05,0.7113,0.0813,2018-2019,Bundesliga
Huddersfield,Manchester Utd,0.73663,1.88049,2019-05-05,0.127,0.6537,2018-2019,EPL
Eibar,Betis,0.665523,2.38466,2019-05-05,0.0546,0.8176,2018-2019,LaLiga
Chelsea,Watford,2.96478,1.2712,2019-05-05,0.7586,0.0987,2018-2019,EPL
Toulouse,Rennes,1.7182,1.93129,2019-05-05,0.3075,0.4209,2018-2019,Ligue1
Lazio,Atalanta,0.372816,1.80864,2019-05-05,0.0474,0.7751,2018-2019,SerieA
Nantes,Dijon,1.74317,0.350505,2019-05-05,0.7854,0.0444,2018-2019,Ligue1
Parma,Sampdoria,2.4778,2.77584,2019-05-05,0.2914,0.4347,2018-2019,SerieA
Sassuolo,Frosinone,2.06277,0.624983,2019-05-05,0.7513,0.068,2018-2019,SerieA
Montpellier,Amiens,0.557285,0.184865,2019-05-05,0.3775,0.1003,2018-2019,Ligue1
Freiburg,Düsseldorf,1.2563,0.911705,2019-05-05,0.461,0.2176,2018-2019,Bundesliga
Real Madrid,Villarreal,3.13671,0.641476,2019-05-05,0.9197,0.0183,2018-2019,LaLiga
Arsenal,Brighton,2.36178,1.90585,2019-05-05,0.4761,0.2643,2018-2019,EPL
Monaco,Saint-Étienne,2.44244,0.724014,2019-05-05,0.831,0.0416,2018-2019,Ligue1
Leverkusen,Eint Frankfurt,2.78767,0.17067,2019-05-05,0.9557,0.005,2018-2019,Bundesliga
Genoa,Roma,2.43408,0.732727,2019-05-05,0.8067,0.0593,2018-2019,SerieA
Valladolid,Athletic Club,1.16372,1.34312,2019-05-05,0.2986,0.403,2018-2019,LaLiga
Napoli,Cagliari,1.83655,0.2445,2019-05-05,0.8422,0.0242,2018-2019,SerieA
Huesca,Valencia,2.41782,2.60868,2019-05-05,0.32,0.4387,2018-2019,LaLiga
Lyon,Lille,1.67052,1.90984,2019-05-05,0.2788,0.4227,2018-2019,Ligue1
Manchester City,Leicester City,1.08617,0.537307,2019-05-06,0.5021,0.1703,2018-2019,EPL
Milan,Bologna,1.25154,1.26196,2019-05-06,0.3473,0.3559,2018-2019,SerieA
Saint-Étienne,Montpellier,0.768847,1.54022,2019-05-10,0.1503,0.5937,2018-2019,Ligue1
Atalanta,Genoa,1.52984,1.72822,2019-05-11,0.3146,0.4117,2018-2019,SerieA
Stuttgart,Wolfsburg,0.680306,0.340041,2019-05-11,0.4057,0.1586,2018-2019,Bundesliga
Hoffenheim,Werder Bremen,1.80986,0.931751,2019-05-11,0.6006,0.1701,2018-2019,Bundesliga
Hannover 96,Freiburg,2.29894,0.674621,2019-05-11,0.8084,0.0419,2018-2019,Bundesliga
Dortmund,Düsseldorf,2.03631,2.07768,2019-05-11,0.3458,0.3817,2018-2019,Bundesliga
Leverkusen,Schalke 04,1.61536,1.79193,2019-05-11,0.3079,0.4297,2018-2019,Bundesliga
RB Leipzig,Bayern Munich,0.609829,1.72176,2019-05-11,0.0848,0.7135,2018-2019,Bundesliga
Nürnberg,M'Gladbach,0.797591,1.75711,2019-05-11,0.1272,0.6446,2018-2019,Bundesliga
Augsburg,Hertha BSC,1.43088,2.5836,2019-05-11,0.1294,0.6549,2018-2019,Bundesliga
Angers,Paris S-G,2.02633,1.21061,2019-05-11,0.6096,0.1531,2018-2019,Ligue1
Cagliari,Lazio,1.2824,1.58764,2019-05-11,0.276,0.4465,2018-2019,SerieA
Nîmes,Monaco,1.5884,0.618531,2019-05-11,0.6451,0.1181,2018-2019,Ligue1
Caen,Reims,1.06469,1.63278,2019-05-11,0.1955,0.5338,2018-2019,Ligue1
Amiens,Toulouse,0.735648,0.357155,2019-05-11,0.4093,0.1563,2018-2019,Ligue1
Nice,Nantes,1.8569,2.47631,2019-05-11,0.2199,0.5207,2018-2019,Ligue1
Dijon,Strasbourg,1.29438,2.20981,2019-05-11,0.0952,0.6626,2018-2019,Ligue1
Fiorentina,Milan,0.826645,0.977718,2019-05-11,0.2943,0.3736,2018-2019,SerieA
Torino,Sassuolo,3.93173,0.846402,2019-05-12,0.9487,0.0102,2018-2019,SerieA
Frosinone,Udinese,1.64928,2.53456,2019-05-12,0.1764,0.6063,2018-2019,SerieA
Sampdoria,Empoli,1.87735,2.20557,2019-05-12,0.2621,0.4655,2018-2019,SerieA
Liverpool,Wolves,1.70197,0.883861,2019-05-12,0.5894,0.1657,2018-2019,EPL
Tottenham,Everton,0.882608,2.06851,2019-05-12,0.0779,0.7133,2018-2019,EPL
Southampton,Huddersfield,0.941018,0.857152,2019-05-12,0.3533,0.2956,2018-2019,EPL
Manchester Utd,Cardiff City,1.89555,1.71095,2019-05-12,0.4048,0.3363,2018-2019,EPL
Watford,West Ham,2.06986,3.20094,2019-05-12,0.1565,0.6536,2018-2019,EPL
Leicester City,Chelsea,0.345306,1.26735,2019-05-12,0.0796,0.6508,2018-2019,EPL
Fulham,Newcastle Utd,0.569845,1.95921,2019-05-12,0.0613,0.7791,2018-2019,EPL
Brighton,Manchester City,0.595313,2.22234,2019-05-12,0.0571,0.7803,2018-2019,EPL
Burnley,Arsenal,1.72939,2.87276,2019-05-12,0.1514,0.6585,2018-2019,EPL
Crystal Palace,Bournemouth,2.85899,1.8981,2019-05-12,0.6162,0.1854,2018-2019,EPL
Rennes,Guingamp,1.23657,3.01854,2019-05-12,0.0699,0.796,2018-2019,Ligue1
Lille,Bordeaux,0.978483,0.560038,2019-05-12,0.455,0.1878,2018-2019,Ligue1
SPAL,Napoli,1.92412,1.73399,2019-05-12,0.4297,0.3207,2018-2019,SerieA
Eint Frankfurt,Mainz 05,1.71254,1.2497,2019-05-12,0.5051,0.2372,2018-2019,Bundesliga
Real Sociedad,Real Madrid,2.53737,0.901711,2019-05-12,0.7907,0.0639,2018-2019,LaLiga
Atlético Madrid,Sevilla,1.4302,0.65825,2019-05-12,0.6017,0.1312,2018-2019,LaLiga
Barcelona,Getafe,2.52958,1.2421,2019-05-12,0.7063,0.1114,2018-2019,LaLiga
Betis,Huesca,2.00914,1.51781,2019-05-12,0.4952,0.2354,2018-2019,LaLiga
Girona,Levante,1.42265,0.563093,2019-05-12,0.6302,0.1089,2018-2019,LaLiga
Athletic Club,Celta Vigo,2.05371,0.921241,2019-05-12,0.7173,0.0674,2018-2019,LaLiga
Leganés,Espanyol,0.558882,2.83936,2019-05-12,0.0249,0.8977,2018-2019,LaLiga
Villarreal,Eibar,1.36071,0.244236,2019-05-12,0.6978,0.0556,2018-2019,LaLiga
Valencia,Alavés,1.67697,0.716334,2019-05-12,0.6456,0.1206,2018-2019,LaLiga
Rayo Vallecano,Valladolid,1.86651,1.48157,2019-05-12,0.4646,0.2522,2018-2019,LaLiga
Roma,Juventus,1.38797,1.04957,2019-05-12,0.4401,0.2668,2018-2019,SerieA
Marseille,Lyon,1.21218,1.62093,2019-05-12,0.2687,0.4768,2018-2019,Ligue1
Bologna,Parma,1.84615,0.572389,2019-05-13,0.7024,0.0877,2018-2019,SerieA
Inter,Chievo,2.00932,0.13114,2019-05-13,0.8719,0.0124,2018-2019,SerieA
Levante,Atlético Madrid,2.74916,1.77093,2019-05-18,0.6051,0.1894,2018-2019,LaLiga
Udinese,SPAL,1.38841,1.16875,2019-05-18,0.4302,0.2902,2018-2019,SerieA
Mainz 05,Hoffenheim,2.87626,1.64469,2019-05-18,0.6743,0.1418,2018-2019,Bundesliga
Wolfsburg,Augsburg,4.15452,0.672581,2019-05-18,0.9606,0.0082,2018-2019,Bundesliga
Düsseldorf,Hannover 96,2.17162,1.04029,2019-05-18,0.6899,0.1013,2018-2019,Bundesliga
M'Gladbach,Dortmund,0.629959,2.35948,2019-05-18,0.0347,0.8408,2018-2019,Bundesliga
Hertha BSC,Leverkusen,1.20477,2.37483,2019-05-18,0.0611,0.7186,2018-2019,Bundesliga
Werder Bremen,RB Leipzig,1.20038,1.84544,2019-05-18,0.1642,0.5485,2018-2019,Bundesliga
Freiburg,Nürnberg,1.08819,0.734435,2019-05-18,0.4408,0.2333,2018-2019,Bundesliga
Bayern Munich,Eint Frankfurt,4.62869,0.954021,2019-05-18,0.9841,0.0017,2018-2019,Bundesliga
Schalke 04,Stuttgart,0.688908,0.668898,2019-05-18,0.3165,0.3029,2018-2019,Bundesliga
Getafe,Villarreal,2.34277,0.725479,2019-05-18,0.7697,0.065,2018-2019,LaLiga
Valladolid,Valencia,0.755975,1.58197,2019-05-18,0.1418,0.6216,2018-2019,LaLiga
Sevilla,Athletic Club,1.74602,0.647189,2019-05-18,0.7232,0.0767,2018-2019,LaLiga
Espanyol,Real Sociedad,1.06125,0.318551,2019-05-18,0.5772,0.096,2018-2019,LaLiga
Genoa,Cagliari,1.80673,0.310138,2019-05-18,0.817,0.0348,2018-2019,SerieA
Sassuolo,Roma,1.12474,2.76568,2019-05-18,0.0987,0.7439,2018-2019,SerieA
Celta Vigo,Rayo Vallecano,1.85768,1.32703,2019-05-18,0.5023,0.2204,2018-2019,LaLiga
Huesca,Leganés,1.30468,0.916693,2019-05-18,0.4603,0.2469,2018-2019,LaLiga
Alavés,Girona,1.07769,1.04889,2019-05-18,0.3522,0.3502,2018-2019,LaLiga
Lyon,Caen,3.31397,0.227017,2019-05-18,0.9729,0.0027,2018-2019,Ligue1
Toulouse,Marseille,1.9512,2.31775,2019-05-18,0.3055,0.4617,2018-2019,Ligue1
Montpellier,Nantes,0.507096,0.730524,2019-05-18,0.2052,0.3926,2018-2019,Ligue1
Paris S-G,Dijon,3.6021,0.584704,2019-05-18,0.9608,0.0075,2018-2019,Ligue1
Saint-Étienne,Nice,2.08331,0.86802,2019-05-18,0.7092,0.1015,2018-2019,Ligue1
Strasbourg,Rennes,1.61956,0.9134,2019-05-18,0.5652,0.173,2018-2019,Ligue1
Guingamp,Nîmes,2.24663,2.28203,2019-05-18,0.3815,0.3868,2018-2019,Ligue1
Lille,Angers,2.70697,1.4112,2019-05-18,0.6886,0.1206,2018-2019,Ligue1
Bordeaux,Reims,0.599441,1.76216,2019-05-18,0.0618,0.7428,2018-2019,Ligue1
Monaco,Amiens,0.853588,0.920134,2019-05-18,0.2996,0.3408,2018-2019,Ligue1
Real Madrid,Betis,0.843734,1.71988,2019-05-19,0.1386,0.6164,2018-2019,LaLiga
Chievo,Sampdoria,0.780352,0.680499,2019-05-19,0.3474,0.2831,2018-2019,SerieA
Empoli,Torino,2.53996,1.28459,2019-05-19,0.6818,0.1302,2018-2019,SerieA
Parma,Fiorentina,0.610095,1.28249,2019-05-19,0.1678,0.544,2018-2019,SerieA
Eibar,Barcelona,1.70196,1.11234,2019-05-19,0.5191,0.2204,2018-2019,LaLiga
Milan,Frosinone,1.67301,1.66205,2019-05-19,0.3516,0.3614,2018-2019,SerieA
Juventus,Atalanta,0.876516,1.66588,2019-05-19,0.1653,0.5835,2018-2019,SerieA
Napoli,Inter,1.74459,1.99068,2019-05-19,0.3185,0.4265,2018-2019,SerieA
Lazio,Bologna,1.84382,2.57708,2019-05-20,0.2284,0.5614,2018-2019,SerieA
Angers,Saint-Étienne,1.67732,1.2003,2019-05-24,0.4808,0.2318,2018-2019,Ligue1
Caen,Bordeaux,1.00444,1.71414,2019-05-24,0.1769,0.57,2018-2019,Ligue1
Dijon,Toulouse,1.04483,0.397508,2019-05-24,0.5362,0.1281,2018-2019,Ligue1
Nantes,Strasbourg,1.40096,0.885205,2019-05-24,0.467,0.208,2018-2019,Ligue1
Nice,Monaco,1.25529,1.47108,2019-05-24,0.2984,0.4003,2018-2019,Ligue1
Marseille,Montpellier,1.35474,0.484752,2019-05-24,0.6642,0.0895,2018-2019,Ligue1
Rennes,Lille,2.09891,1.02643,2019-05-24,0.6764,0.1267,2018-2019,Ligue1
Reims,Paris S-G,0.863766,1.41575,2019-05-24,0.1633,0.5088,2018-2019,Ligue1
Nîmes,Lyon,1.61612,1.4558,2019-05-24,0.4137,0.3171,2018-2019,Ligue1
Amiens,Guingamp,2.9567,1.21866,2019-05-24,0.7815,0.0778,2018-2019,Ligue1
Frosinone,Chievo,0.56103,0.0239835,2019-05-25,0.432,0.0138,2018-2019,SerieA
Bologna,Napoli,0.939859,1.7979,2019-05-25,0.1755,0.5875,2018-2019,SerieA
Torino,Lazio,2.39804,1.1792,2019-05-26,0.6881,0.1239,2018-2019,SerieA
Cagliari,Udinese,2.44976,0.74405,2019-05-26,0.8017,0.0547,2018-2019,SerieA
Fiorentina,Genoa,0.296039,0.0743908,2019-05-26,0.2507,0.0561,2018-2019,SerieA
SPAL,Milan,0.433984,1.7846,2019-05-26,0.0538,0.7707,2018-2019,SerieA
Atalanta,Sassuolo,2.15843,0.55839,2019-05-26,0.8463,0.0255,2018-2019,SerieA
Sampdoria,Juventus,0.686933,0.487175,2019-05-26,0.3528,0.2256,2018-2019,SerieA
Roma,Parma,1.72281,1.08938,2019-05-26,0.5307,0.2255,2018-2019,SerieA
Inter,Empoli,2.74302,1.77275,2019-05-26,0.6049,0.1839,2018-2019,SerieA
Monaco,Lyon,0.563183,0.833034,2019-08-09,0.2187,0.3951,2019-2020,Ligue1
Liverpool,Norwich City,2.23456,0.842407,2019-08-09,0.7377,0.0891,2019-2020,EPL
West Ham,Manchester City,1.2003,3.18377,2019-08-10,0.0452,0.8382,2019-2020,EPL
Crystal Palace,Everton,0.87159,1.2246,2019-08-10,0.2427,0.4342,2019-2020,EPL
Bournemouth,Sheffield Utd,1.34099,1.59864,2019-08-10,0.2083,0.3994,2019-2020,EPL
Watford,Brighton,0.670022,0.855516,2019-08-10,0.2434,0.3946,2019-2020,EPL
Burnley,Southampton,0.909241,1.08752,2019-08-10,0.266,0.3898,2019-2020,EPL
Marseille,Reims,0.874557,1.2983,2019-08-10,0.2383,0.4679,2019-2020,Ligue1
Tottenham,Aston Villa,2.57262,0.639599,2019-08-10,0.822,0.0507,2019-2020,EPL
Angers,Bordeaux,1.52399,1.29511,2019-08-10,0.4118,0.3077,2019-2020,Ligue1
Nice,Amiens,1.86828,0.604143,2019-08-10,0.7341,0.0712,2019-2020,Ligue1
Brest,Toulouse,2.32973,1.42777,2019-08-10,0.612,0.1592,2019-2020,Ligue1
Dijon,Saint-Étienne,2.15127,0.916517,2019-08-10,0.7057,0.1026,2019-2020,Ligue1
Montpellier,Rennes,2.56158,1.17033,2019-08-10,0.7229,0.0987,2019-2020,Ligue1
Lille,Nantes,1.20625,0.5183,2019-08-11,0.5538,0.1481,2019-2020,Ligue1
Leicester City,Wolves,0.543759,0.812949,2019-08-11,0.2174,0.4007,2019-2020,EPL
Newcastle Utd,Arsenal,0.380551,1.13309,2019-08-11,0.1052,0.5891,2019-2020,EPL
Strasbourg,Metz,1.60857,0.252178,2019-08-11,0.766,0.0424,2019-2020,Ligue1
Manchester Utd,Chelsea,2.37442,1.09534,2019-08-11,0.7148,0.107,2019-2020,EPL
Paris S-G,Nîmes,3.61599,0.305387,2019-08-11,0.9782,0.0024,2019-2020,Ligue1
Bayern Munich,Hertha BSC,2.47707,1.18459,2019-08-16,0.7206,0.0836,2019-2020,Bundesliga
Lyon,Angers,1.49515,0.347737,2019-08-16,0.7215,0.0635,2019-2020,Ligue1
Athletic Club,Barcelona,0.457129,1.03621,2019-08-16,0.1496,0.5105,2019-2020,LaLiga
Arsenal,Burnley,1.1644,1.39172,2019-08-17,0.2899,0.4265,2019-2020,EPL
Dortmund,Augsburg,3.25906,0.904482,2019-08-17,0.8839,0.0285,2019-2020,Bundesliga
Freiburg,Mainz 05,1.88401,0.784216,2019-08-17,0.6829,0.1084,2019-2020,Bundesliga
Werder Bremen,Düsseldorf,2.0112,1.01536,2019-08-17,0.6236,0.1485,2019-2020,Bundesliga
Leverkusen,Paderborn 07,2.47615,1.20475,2019-08-17,0.731,0.0718,2019-2020,Bundesliga
Wolfsburg,Köln,0.9793,0.662001,2019-08-17,0.4219,0.2242,2019-2020,Bundesliga
Everton,Watford,0.832913,1.17279,2019-08-17,0.231,0.447,2019-2020,EPL
Brighton,West Ham,2.40461,1.00856,2019-08-17,0.7183,0.1027,2019-2020,EPL
